priority,estimated_time,time_remaining,assigned_to,breach,penalty_cost,priority_score,time_used,time_ratio,completion_percentage,urgency_score,risk_score,tight_deadline,very_tight,overwork,predicted_breach,probability,SLA_Status,AI_Insight
Medium,101,83,G,0,3028,2,18,0.8137254901960784,17.647058823529413,2.427993334920257,0.37254901960784315,0,0,0,1,0.4742346533810427,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,181,98,F,0,1711,1,83,0.5384615384615384,45.604395604395606,1.8232819074333801,0.46153846153846156,0,0,0,1,0.46693134134708836,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,114,67,F,0,7701,3,47,0.5826086956521739,40.869565217391305,5.062362435803376,1.2521739130434784,0,0,0,1,0.4916706742614487,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,79,114,F,0,8219,3,-35,1.425,-43.75,2.090592334494773,-1.2750000000000001,0,0,0,0,0.37409076332911667,✅ SLA SAFE,
Medium,134,81,G,0,3108,2,53,0.6,39.25925925925926,3.278688524590164,0.8,0,0,0,1,0.4858246412357801,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,94,118,G,0,7392,3,-24,1.2421052631578948,-25.263157894736842,2.3959646910466583,-0.7263157894736845,0,0,0,0,0.3055245521537502,✅ SLA SAFE,
Low,201,120,F,0,921,1,81,0.594059405940594,40.099009900990104,1.6554663169972137,0.40594059405940597,0,0,0,1,0.4668115291000943,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,211,82,G,0,1189,1,129,0.3867924528301887,60.84905660377359,2.520209224916785,0.6132075471698113,0,0,0,1,0.4704379830593084,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,132,40,G,0,1450,1,92,0.3007518796992481,69.17293233082707,3.2180014517299784,0.6992481203007519,0,0,0,1,0.4860357231141988,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,145,114,G,0,1230,1,31,0.7808219178082192,21.232876712328768,1.2645071886367574,0.2191780821917808,0,0,0,1,0.4510161529903931,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,153,20,E,0,1701,1,133,0.12987012987012986,86.36363636363636,7.149489322191272,0.8701298701298701,0,0,0,1,0.434727603684903,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,103,35,D,0,3301,2,68,0.33653846153846156,65.38461538461539,5.7713651498335174,1.3269230769230769,0,0,0,1,0.4764204257995186,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,210,43,C,0,1965,1,167,0.2037914691943128,79.14691943127961,4.677455109731767,0.7962085308056872,0,0,0,1,0.42997344142744387,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,214,20,A,0,857,1,194,0.09302325581395349,90.23255813953487,9.706546275395034,0.9069767441860466,0,0,0,1,0.45127899062810706,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,125,45,F,0,8601,3,80,0.35714285714285715,63.49206349206349,8.171206225680933,1.9285714285714284,0,0,0,1,0.4610244688674384,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,143,30,A,0,3468,2,113,0.20833333333333334,78.47222222222221,9.16030534351145,1.5833333333333333,0,0,0,1,0.4787070927930812,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,84,49,C,0,3004,2,35,0.5764705882352941,41.17647058823529,3.410230692076229,0.8470588235294119,0,0,0,1,0.5055855070633021,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,124,91,A,0,9009,3,33,0.728,26.400000000000002,4.065040650406504,0.8160000000000001,0,0,0,1,0.49076229974730995,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,159,23,D,0,1150,1,136,0.14375,85.0,6.504065040650406,0.85625,0,0,0,0,0.39962129197980545,✅ SLA SAFE,
High,105,117,G,0,7268,3,-12,1.1037735849056605,-11.320754716981133,2.693545654751821,-0.3113207547169814,0,0,0,0,0.30813828542583527,✅ SLA SAFE,
Low,151,12,A,1,1722,1,139,0.07894736842105263,91.44736842105263,11.24260355029586,0.9210526315789473,1,0,0,1,0.41872778868418165,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,189,55,D,0,1244,1,134,0.2894736842105263,70.52631578947368,3.3391915641476273,0.7105263157894737,0,0,0,1,0.47439404126351886,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,131,72,C,0,7804,3,59,0.5454545454545454,44.696969696969695,5.400981996726678,1.3636363636363638,0,0,0,1,0.45777280063301135,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,145,31,F,0,3516,2,114,0.21232876712328766,78.08219178082192,8.995686999383857,1.5753424657534247,0,0,0,1,0.48791472131461733,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,109,52,E,0,3995,2,57,0.4727272727272727,51.81818181818182,4.143126177024482,1.0545454545454547,0,0,0,1,0.49161739134355564,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,187,20,C,0,1751,1,167,0.10638297872340426,88.82978723404256,8.592321755027422,0.8936170212765957,0,0,0,1,0.44759506245048947,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,195,111,A,0,1934,1,84,0.5663265306122449,42.857142857142854,1.735127478753541,0.4336734693877551,0,0,0,1,0.4760247897265683,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,127,46,D,0,1051,1,81,0.359375,63.28125,2.707275803722504,0.640625,0,0,0,1,0.4634462707381081,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,160,112,B,0,1136,1,48,0.6956521739130435,29.81366459627329,1.4171287738755391,0.30434782608695654,0,0,0,1,0.4917585965434448,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,125,103,A,0,7218,3,22,0.8174603174603174,17.46031746031746,3.6255515058507575,0.5476190476190477,0,0,0,1,0.4570768289957852,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,109,96,A,0,4854,2,13,0.8727272727272727,11.818181818181818,2.265705458290422,0.25454545454545463,0,0,0,1,0.4506302174097459,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
